t,h10,h18
2402,91409.23166666667,101135.58166666667
2403,91507.96166666667,101265.41166666667
2404,91531.23166666667,101444.23166666667
2405,91597.60166666667,101464.93166666667
2406,91574.81166666668,101547.38166666667
2407,91566.61166666668,101686.64166666668
2408,91529.97166666666,101741.19166666667
2409,91503.61166666668,101854.48166666667
2410,91527.91166666667,101970.28166666668
2411,91607.86166666668,101905.45166666668
2412,91697.81166666668,101935.50166666668
2413,91644.54166666667,101808.55166666667
2414,91674.31166666668,101667.22166666666
2415,91579.30166666667,101679.76166666667
2416,91547.59166666667,101614.65166666667
2417,91609.14166666668,101588.87166666667
2418,91666.78166666668,101537.02166666667
2419,91603.48166666667,101484.92166666668
2420,91595.89166666668,101548.29166666667
2421,91611.40166666667,101469.75166666668
2422,91583.36166666668,101354.70166666668
2423,91572.88166666667,101282.90166666667
2424,91516.11166666668,101238.28166666668
2425,91526.20166666668,101205.04166666667
2426,91489.16166666667,101201.47166666666
2427,91459.08166666667,101159.78166666668
2428,91439.79166666667,101098.48166666667
2429,91400.26166666667,101087.60166666667
2430,91394.76166666667,101029.58166666667
2431,91412.40166666667,100953.19166666667
2432,91393.37166666667,100956.83166666667
2433,91340.70166666668,100969.21166666667
2434,91249.27166666667,100964.22166666666
2435,91299.95166666668,100958.59166666667
2436,91301.90166666667,101005.25166666668
2437,91230.71166666667,101045.04166666667
2438,91227.09166666667,101150.26166666667
2439,91139.49166666667,101179.86166666668
2440,91108.24166666667,101279.51166666667
2441,91161.93166666667,101255.70166666668
2442,91173.23166666667,101264.66166666667
2443,91114.21166666667,101320.13166666667
2444,91161.87166666667,101427.87166666667
2445,91197.56166666668,101511.12166666667
2446,91254.44166666667,101637.43166666667
2447,91311.07166666667,101709.98166666667
2448,91297.67166666668,101767.01166666667
2449,91341.38166666667,101861.40166666667
2450,91315.40166666667,101882.92166666668
2451,91318.85166666667,101900.74166666667
2452,91213.39166666668,101948.58166666667
2453,91159.56166666668,101824.94166666667
2454,91143.43166666667,101775.03166666668
2455,91190.18166666667,101718.35166666667
2456,91207.97166666666,101578.67166666668
2457,91304.87166666667,101528.59166666667
2458,91315.44166666667,101588.12166666667
2459,91334.58166666667,101573.97166666666
2460,91416.43166666667,101661.52166666667
2461,91451.66166666667,101646.72166666666
2462,91481.72166666666,101621.15166666667
2463,91537.69166666667,101619.45166666668
2464,91580.49166666667,101692.31166666668
2465,91582.45166666668,101651.47166666666
2466,91611.59166666667,101538.35166666667
2467,91562.08166666667,101441.32166666667
2468,91482.99166666667,101422.29166666667
2469,91478.21166666667,101376.26166666667
2470,91501.99166666667,101415.15166666667
2471,91540.82166666667,101379.14166666668
2472,91542.30166666667,101404.42166666668
2473,91548.63166666667,101465.26166666667
2474,91680.61166666668,101461.80166666667
2475,91729.06166666668,101398.83166666667
2476,91726.62166666667,101444.76166666667
2477,91749.30166666667,101458.70166666668
2478,91757.85166666667,101335.20166666668
2479,91770.90166666667,101366.17166666668
2480,91740.83166666667,101304.91166666667
2481,91736.68166666667,101259.11166666668
2482,91730.57166666667,101368.04166666667
2483,91721.69166666667,101614.49166666667
2484,91716.46166666667,101600.65166666667
2485,91634.19166666667,101646.73166666667
2486,91619.23166666667,101655.26166666667
2487,91622.53166666668,101638.84166666667
2488,91571.40166666667,101681.49166666667
2489,91594.53166666668,101643.13166666667
2490,91605.68166666667,101683.79166666667
2491,91524.14166666668,101601.34166666667
2492,91521.97166666666,101470.90166666667
2493,91522.00166666668,101515.88166666667
2494,91508.70166666668,101513.53166666668
2495,91444.35166666667,101486.35166666667
2496,91481.68166666667,101422.62166666667
2497,91483.88166666667,101441.09166666667
2498,91506.74166666667,101410.10166666667
2499,91560.31166666668,101400.42166666668
2500,91527.75166666668,101369.37166666667
2501,91533.28166666668,101482.08166666667
2502,91538.10166666667,101491.25166666668
2503,91489.27166666667,101503.52166666667
2504,91483.95166666668,101444.47166666666
2505,91462.87166666667,101418.83166666667
2506,91493.95166666668,101471.56166666668
2507,91474.10166666667,101575.05166666667
2508,91523.23166666667,101560.81166666668
2509,91518.71166666667,101432.42166666668
2510,91493.86166666668,101384.81166666668
2511,91476.65166666667,101356.25166666668
2512,91520.10166666667,101520.84166666667
2513,91627.52166666667,101552.80166666667
2514,91550.60166666667,101611.06166666668
2515,91553.92166666668,101567.65166666667
2516,91569.03166666668,101600.80166666667
2517,91539.39166666668,101499.01166666667
2518,91485.77166666667,101459.89166666668
2519,91521.85166666667,101474.04166666667
2520,91486.94166666667,101553.60166666667
2521,91408.68166666667,101669.24166666667
2522,91458.42166666668,101713.64166666668
2523,91492.76166666667,101596.06166666668
2524,91426.93166666667,101551.56166666668
2525,91416.89166666668,101606.58166666667
2526,91443.49166666667,101626.37166666667
2527,91422.94166666667,101597.14166666668
2528,91443.90166666667,101537.11166666668
2529,91396.47166666666,101509.94166666667
2530,91387.20166666668,101464.50166666668
2531,91366.34166666667,101605.64166666668
2532,91394.87166666667,101666.89166666668
2533,91414.72166666666,101647.78166666668
2534,91418.50166666668,101633.67166666668
2535,91411.91166666667,101662.26166666667
2536,91435.13166666667,101633.07166666667
2537,91404.43166666667,101695.26166666667
2538,91432.18166666667,101693.50166666668
2539,91440.19166666667,101718.49166666667
2540,91391.99166666667,101640.72166666666
2541,91460.80166666667,101672.20166666668
2542,91486.91166666667,101724.09166666667
2543,91523.04166666667,101732.00166666668
2544,91424.19166666667,101750.60166666667
2545,91384.05166666667,101666.33166666667
2546,91333.22166666666,101615.06166666668
2547,91323.31166666668,101637.07166666667
2548,91293.91166666667,101547.85166666667
2549,91285.62166666667,101452.71166666667
2550,91258.74166666667,101492.44166666667
2551,91213.98166666667,101444.39166666668
2552,91172.04166666667,101472.23166666667
2553,91209.04166666667,101468.08166666667
2554,91234.83166666667,101530.26166666667
2555,91224.00166666668,101620.34166666667
2556,91209.26166666667,101717.01166666667
2557,91273.30166666667,101667.56166666668
2558,91381.43166666667,101572.06166666668
2559,91413.38166666667,101592.91166666667
2560,91351.70166666668,101643.71166666667
2561,91358.64166666668,101696.38166666667
2562,91385.49166666667,101733.52166666667
2563,91410.85166666667,101747.39166666668
2564,91452.54166666667,101642.30166666667
2565,91441.35166666667,101549.53166666668
2566,91438.66166666667,101527.68166666667
2567,91414.09166666667,101569.79166666667
2568,91445.24166666667,101568.99166666667
2569,91461.38166666667,101548.67166666668
2570,91417.50166666668,101448.06166666668
2571,91416.52166666667,101441.79166666667
2572,91518.75166666668,101498.90166666667
2573,91473.20166666668,101551.62166666667
2574,91573.36166666668,101478.86166666668
2575,91674.02166666667,101417.60166666667
2576,91653.25166666668,101350.88166666667
2577,91734.89166666668,101363.37166666667
2578,91756.72166666666,101417.32166666667
2579,91723.96166666667,101382.81166666668
2580,91660.60166666667,101367.73166666667
2581,91590.90166666667,101431.48166666667
2582,91463.27166666667,101467.38166666667
2583,91347.35166666667,101413.27166666667
2584,91336.74166666667,101597.72166666666
2585,91267.90166666667,101664.75166666668
2586,91355.48166666667,101598.49166666667
2587,91445.43166666667,101587.46166666667
2588,91472.57166666667,101507.18166666667
2589,91462.05166666667,101476.07166666667
2590,91490.74166666667,101426.32166666667
2591,91527.55166666667,101556.94166666667
2592,91514.72166666666,101518.97166666666
2593,91325.84166666667,101437.18166666667
2594,91249.07166666667,101422.95166666668
2595,91279.97166666666,101562.07166666667
2596,91383.38166666667,101607.04166666667
2597,91438.44166666667,101675.50166666668
2598,91319.77166666667,101629.61166666668
2599,91080.05166666667,101485.51166666667
2600,91007.52166666667,101398.56166666668
2601,90901.13166666667,101389.25166666668
2602,90872.38166666667,101455.17166666668
2603,90856.89166666668,101659.91166666667
2604,90811.05166666667,101693.36166666668
2605,90769.59166666667,101640.59166666667
2606,90811.70166666668,101572.30166666667
2607,90809.63166666667,101593.22166666666
2608,90830.77166666667,101603.63166666667
2609,90804.27166666667,101625.27166666667
2610,90916.49166666667,101664.70166666668
2611,90937.92166666668,101792.98166666667
2612,90866.25166666668,101768.33166666667
2613,90869.81166666668,101664.35166666667
2614,90871.68166666667,101721.78166666668
2615,90845.82166666667,101701.39166666668
2616,90887.76166666667,101723.78166666668
2617,90975.20166666668,101687.03166666668
2618,91167.62166666667,101663.99166666667
2619,91238.78166666668,101707.72166666666
2620,91326.76166666667,101771.88166666667
2621,91288.24166666667,101727.52166666667
2622,91280.66166666667,101717.54166666667
2623,91352.12166666667,101712.32166666667
2624,91408.79166666667,101728.86166666668
2625,91364.29166666667,101618.62166666667
2626,91394.58166666667,101598.97166666666
2627,91387.18166666667,101563.68166666667
2628,91430.68166666667,101519.81166666668
2629,91450.19166666667,101517.75166666668
2630,91423.09166666667,101589.10166666667
2631,91369.00166666668,101607.15166666667
2632,91405.21166666667,101619.82166666667
2633,91492.90166666667,101542.50166666668
2634,91633.96166666667,101514.57166666667
2635,91620.97166666666,101501.83166666667
2636,91594.42166666668,101460.77166666667
2637,91475.76166666667,101391.54166666667
2638,91390.93166666667,101338.82166666667
2639,91400.03166666668,101261.50166666668
2640,91446.36166666668,101110.05166666667
2641,91430.14166666668,101024.67166666668
2642,91365.27166666667,100979.19166666667
2643,91362.36166666668,100929.81166666668
2644,91312.61166666668,100977.98166666667
2645,91331.47166666666,100919.79166666667
2646,91408.64166666668,100935.66166666667
2647,91439.37166666667,101086.81166666668
2648,91390.25166666668,101142.43166666667
2649,91391.89166666668,101231.38166666667
2650,91457.85166666667,101271.62166666667
2651,91461.31166666668,101380.15166666667
2652,91403.00166666668,101346.93166666667
2653,91382.05166666667,101290.75166666668
2654,91362.27166666667,101252.37166666667
2655,91349.27166666667,101250.29166666667
2656,91387.74166666667,101339.61166666668
2657,91347.27166666667,101319.20166666668
2658,91342.96166666667,101370.88166666667
2659,91286.37166666667,101368.70166666668
2660,91330.82166666667,101380.94166666667
2661,91344.47166666666,101341.87166666667
2662,91359.22166666666,101330.33166666667
2663,91422.17166666668,101396.81166666668
2664,91446.69166666667,101431.54166666667
2665,91421.12166666667,101417.69166666667
2666,91421.89166666668,101456.13166666667
2667,91451.59166666667,101425.58166666667
2668,91530.96166666667,101468.54166666667
2669,91495.23166666667,101569.16166666667
2670,91530.43166666667,101581.13166666667
2671,91571.45166666668,101533.24166666667
2672,91696.66166666667,101516.45166666668
2673,91702.54166666667,101461.05166666667
2674,91694.05166666667,101409.52166666667
2675,91673.20166666668,101417.74166666667
2676,91669.01166666667,101329.07166666667
2677,91626.73166666667,101330.52166666667
2678,91595.20166666668,101420.21166666667
2679,91591.95166666668,101476.93166666667
2680,91576.36166666668,101404.98166666667
2681,91599.24166666667,101392.18166666667
2682,91699.56166666668,101386.23166666667
2683,91728.64166666668,101452.33166666667
2684,91719.23166666667,101506.01166666667
2685,91736.41166666667,101496.09166666667
2686,91735.54166666667,101476.78166666668
2687,91708.89166666668,101451.29166666667
2688,91695.44166666667,101461.92166666668
2689,91694.72166666666,101503.78166666668
2690,91689.30166666667,101561.54166666667
2691,91692.85166666667,101531.00166666668
2692,91691.94166666667,101544.31166666668
2693,91635.39166666668,101545.32166666667
2694,91660.70166666668,101610.65166666667
2695,91606.59166666667,101648.73166666667
2696,91696.06166666668,101677.90166666667
2697,91660.80166666667,101650.32166666667
2698,91663.54166666667,101640.69166666667
2699,91664.57166666667,101741.39166666668
2700,92201.21666666667,101753.68666666668
2701,92230.69666666667,101753.73666666668
2702,92228.19666666667,101752.15666666668
2703,92249.11666666667,101747.01666666668
2704,92299.40666666668,101753.32666666668
2705,92205.56666666667,101718.74666666667
2706,92215.02666666667,101736.43666666668
2707,92242.00666666667,101680.47666666667
2708,92324.33666666667,101662.05666666667
2709,92290.42666666667,101722.55666666667
2710,92273.51666666668,101704.95666666667
2711,92211.83666666667,101662.10666666667
2712,92347.58666666667,101643.15666666668
2713,92274.37666666668,101649.41666666667
2714,92203.65666666668,101580.52666666667
2715,92250.44666666667,101632.60666666667
2716,92205.28666666667,101670.52666666667
2717,92221.50666666667,101644.24666666667
2718,92182.40666666668,101641.73666666668
2719,92247.48666666668,101621.18666666668
2720,92132.13666666667,101519.22666666667
2721,92131.75666666667,101572.74666666667
2722,92236.42666666667,101610.69666666667
2723,92260.94666666667,101643.73666666668
2724,92301.55666666667,101539.78666666667
2725,92304.09666666666,101499.98666666668
2726,92382.76666666668,101515.86666666667
2727,92478.54666666668,101501.90666666668
2728,92493.59666666666,101525.18666666668
2729,92360.87666666668,101476.54666666668
2730,92372.24666666667,101465.80666666667
2731,92397.68666666668,101486.19666666667
2732,92404.51666666668,101468.01666666668
2733,92407.95666666667,101363.73666666668
2734,92456.94666666667,101362.06666666667
2735,92602.69666666667,101294.87666666668
2736,92701.42666666667,101224.54666666668
2737,92765.75666666667,101167.50666666667
2738,92872.01666666668,101137.26666666668
2739,92905.52666666667,101329.67666666667
2740,92947.30666666667,101442.22666666667
2741,92974.11666666667,101447.66666666667
2742,92990.27666666667,101415.98666666668
2743,92935.20666666667,101435.54666666668
2744,92851.77666666667,101544.44666666667
2745,92730.58666666667,101597.50666666667
2746,92666.33666666667,101573.82666666668
2747,92568.01666666668,101485.19666666667
2748,92362.42666666667,101474.62666666668
2749,92216.28666666667,101556.06666666667
2750,92014.31666666667,101543.61666666667
2751,91860.24666666667,101631.81666666667
2752,91829.27666666667,101679.02666666667
2753,91917.05666666667,101654.50666666667
2754,91973.71666666667,101589.11666666667
2755,92012.18666666668,101424.13666666667
2756,91911.64666666667,101481.95666666667
2757,91882.24666666667,101530.24666666667
2758,91885.00666666667,101602.96666666667
2759,91857.47666666667,101590.11666666667
2760,91791.87666666668,101535.06666666667
2761,91764.80666666667,101457.83666666667
2762,91784.22666666667,101416.98666666668
2763,91788.18666666668,101359.72666666667
2764,91836.18666666668,101436.91666666667
2765,91714.90666666668,101464.81666666667
2766,91752.71666666667,101445.51666666668
2767,91733.24666666667,101443.64666666667
2768,91812.83666666667,101476.21666666667
2769,91837.51666666668,101506.10666666667
2770,91876.66666666667,101465.35666666667
2771,91851.17666666667,101415.28666666667
2772,91910.58666666667,101461.33666666667
2773,91896.27666666667,101458.55666666667
2774,91936.38666666667,101430.05666666667
2775,92053.98666666668,101389.44666666667
2776,92148.79666666668,101376.51666666668
2777,92123.66666666667,101376.68666666668
2778,92028.88666666667,101286.61666666667
2779,91861.32666666668,101351.20666666667
2780,91849.72666666667,101453.51666666668
2781,92009.38666666667,101399.64666666667
2782,92135.78666666667,101387.57666666668
2783,92149.57666666668,101264.29666666668
2784,92100.34666666666,101219.82666666668
2785,92046.77666666667,101200.17666666667
2786,92015.12666666668,101172.01666666668
2787,92053.93666666668,101133.19666666667
2788,92025.30666666667,101138.35666666667
2789,91987.70666666667,101096.17666666667
2790,91943.78666666667,101117.94666666667
2791,91917.30666666667,101161.03666666667
2792,91910.36666666667,101160.32666666668
2793,91805.54666666668,101148.49666666667
2794,91904.43666666668,101135.50666666667
2795,92001.53666666667,101105.21666666667
2796,92024.02666666667,101065.83666666667
2797,92008.41666666667,101128.87666666668
2798,91994.27666666667,101095.23666666668
2799,91941.26666666668,101171.34666666666
2800,91893.07666666668,101228.83666666667
2801,91868.62666666668,101307.28666666667
2802,91821.45666666667,101348.12666666668
2803,91885.36666666667,101494.20666666667
2804,91874.98666666668,101501.57666666668
2805,91889.30666666667,101509.62666666668
2806,91948.26666666668,101552.29666666668
2807,91909.06666666667,101514.89666666667
2808,91810.29666666668,101575.65666666668
2809,91700.74666666667,101492.11666666667
2810,91709.89666666667,101535.34666666666
2811,91774.10666666667,101489.24666666667
2812,91833.67666666667,101548.81666666667
2813,91887.73666666668,101603.02666666667
2814,91881.88666666667,101645.79666666668
2815,91829.42666666667,101680.17666666667
2816,91847.97666666667,101657.12666666668
2817,91834.91666666667,101622.55666666667
2818,91878.14666666667,101658.68666666668
2819,91853.66666666667,101601.57666666668
2820,91798.59666666666,101569.68666666668
2821,91884.95666666667,101523.97666666667
2822,91885.25666666667,101452.87666666668
2823,91952.20666666667,101391.01666666668
2824,91947.05666666667,101336.92666666667
2825,91851.28666666667,101338.61666666667
2826,91810.62666666668,101382.44666666667
2827,91787.37666666668,101361.25666666667
2828,91850.79666666668,101338.05666666667
2829,91861.45666666667,101339.88666666667
2830,91815.37666666668,101345.55666666667
2831,91754.79666666668,101396.72666666667
2832,91804.86666666667,101381.43666666668
2833,91764.05666666667,101474.86666666667
2834,91805.66666666667,101554.38666666667
2835,91775.26666666668,101451.53666666667
2836,91719.37666666668,101407.32666666668
2837,91632.98666666668,101358.98666666668
2838,91646.68666666668,101370.64666666667
2839,91655.54666666668,101412.10666666667
2840,91665.31666666667,101438.23666666668
2841,91673.44666666667,101483.07666666668
2842,91594.38666666667,101480.02666666667
2843,91494.51666666668,101435.68666666668
2844,91372.53666666667,101392.18666666668
2845,91254.96666666667,101298.32666666668
2846,91067.32666666668,101281.34666666666
2847,91015.62666666668,101295.86666666667
2848,90933.71666666667,101312.92666666667
2849,90901.89666666667,101317.03666666667
2850,91018.67666666667,101326.45666666667
2851,91048.67666666667,101394.96666666667
2852,91120.46666666667,101351.73666666668
2853,91141.55666666667,101313.08666666667
2854,91141.47666666667,101338.48666666668
2855,91199.26666666668,101331.55666666667
2856,91208.30666666667,101220.31666666667
2857,91285.46666666667,101236.37666666668
2858,91341.13666666667,101295.54666666668
2859,91432.83666666667,101444.96666666667
2860,91490.15666666668,101497.89666666667
2861,91516.40666666668,101450.03666666667
2862,91542.46666666667,101319.22666666667
2863,91519.68666666668,101292.04666666668
2864,91511.64666666667,101248.14666666667
2865,91572.87666666668,101331.41666666667
2866,91541.41666666667,101360.30666666667
2867,91625.57666666668,101327.51666666668
2868,91675.93666666668,101275.21666666667
2869,91735.03666666667,101355.81666666667
2870,91802.91666666667,101311.48666666668
2871,91897.43666666668,101230.68666666668
2872,91924.62666666668,101277.16666666667
2873,91944.66666666667,101265.24666666667
2874,91976.09666666666,101261.08666666667
2875,91958.32666666668,101274.14666666667
2876,91902.99666666667,101309.57666666668
2877,91949.03666666667,101245.10666666667
2878,91945.22666666667,101237.46666666667
2879,91876.81666666667,101327.12666666668
2880,91851.85666666667,101331.03666666667
2881,91893.64666666667,101321.46666666667
2882,92028.69666666667,101284.41666666667
2883,92039.18666666668,101331.17666666667
2884,92038.29666666668,101336.38666666667
2885,92001.23666666668,101373.37666666668
2886,91966.71666666667,101399.77666666667
2887,91977.32666666668,101427.27666666667
2888,92024.59666666666,101418.39666666667
2889,92076.74666666667,101459.99666666667
2890,92112.66666666667,101382.02666666667
2891,92130.02666666667,101383.64666666667
2892,92100.38666666667,101408.26666666668
2893,92103.37666666668,101383.07666666668
2894,92112.38666666667,101346.73666666668
2895,92287.53666666667,101356.88666666667
2896,92374.93666666668,101307.11666666667
2897,92378.38666666667,101293.92666666667
2898,92433.83666666667,101329.57666666668
2899,92447.18666666668,101227.02666666667
2900,92464.46666666667,101309.08666666667
2901,92481.98666666668,101331.30666666667
2902,92416.31666666667,101350.85666666667
2903,92243.79666666668,101449.58666666667
2904,92201.98666666668,101472.85666666667
2905,92140.68666666668,101539.22666666667
2906,92028.78666666667,101516.43666666668
2907,92060.39666666667,101508.23666666668
2908,92047.40666666668,101471.59666666666
2909,92045.97666666667,101445.23666666668
2910,92025.51666666668,101469.53666666667
2911,92033.31666666667,101549.48666666668
2912,92060.62666666668,101639.43666666668
2913,92038.41666666667,101586.16666666667
2914,92064.56666666667,101615.93666666668
2915,92046.06666666667,101520.92666666667
2916,92033.71666666667,101489.21666666667
2917,92059.15666666668,101550.76666666668
2918,92006.21666666667,101608.40666666668
2919,92020.83666666667,101545.10666666667
2920,92050.54666666668,101537.51666666668
2921,92062.44666666667,101553.02666666667
2922,92051.94666666667,101524.98666666668
2923,92024.23666666668,101514.50666666667
2924,92017.39666666667,101457.73666666668
2925,92029.08666666667,101467.82666666668
2926,92034.50666666667,101430.78666666667
2927,92064.03666666667,101400.70666666667
2928,92078.93666666668,101381.41666666667
2929,92021.66666666667,101341.88666666667
2930,91987.21666666667,101336.38666666667
2931,92012.44666666667,101354.02666666667
2932,92005.87666666668,101334.99666666667
2933,91990.36666666667,101282.32666666668
2934,92037.83666666667,101190.89666666667
2935,92047.44666666667,101241.57666666668
2936,92158.58666666667,101243.52666666667
2937,92121.42666666667,101172.33666666667
2938,92060.35666666667,101168.71666666667
2939,92111.71666666667,101081.11666666667
2940,92075.75666666667,101049.86666666667
2941,92102.34666666666,101103.55666666667
2942,92068.84666666666,101114.85666666667
2943,92052.58666666667,101055.83666666667
2944,92059.23666666668,101103.49666666667
2945,92072.34666666666,101139.18666666668
2946,92089.59666666666,101196.06666666667
2947,92109.15666666668,101252.69666666667
2948,92105.02666666667,101239.29666666668
2949,92151.22666666667,101283.00666666667
2950,92081.17666666667,101257.02666666667
2951,92042.50666666667,101260.47666666667
2952,91994.55666666667,101155.01666666668
2953,92075.16666666667,101101.18666666668
2954,92168.44666666667,101085.05666666667
2955,92314.53666666667,101131.80666666667
2956,92377.75666666667,101149.59666666666
2957,92313.93666666668,101246.49666666667
2958,92209.35666666667,101257.06666666667
2959,92107.12666666668,101276.20666666667
2960,91935.29666666668,101358.05666666667
2961,91941.77666666667,101393.28666666667
2962,91876.39666666667,101423.34666666666
2963,91900.85666666667,101479.31666666667
2964,91885.34666666666,101522.11666666667
2965,91891.54666666668,101524.07666666668
2966,91849.88666666667,101553.21666666667
2967,91861.96666666667,101503.70666666667
2968,91795.43666666668,101424.61666666667
2969,91801.42666666667,101419.83666666667
2970,91799.06666666667,101443.61666666667
2971,91813.87666666668,101482.44666666667
2972,91842.99666666667,101483.92666666667
2973,91847.59666666666,101490.25666666667
2974,91893.17666666667,101622.23666666668
2975,91847.10666666667,101670.68666666668
2976,91888.96666666667,101668.24666666667
2977,91870.17666666667,101690.92666666667
2978,91857.70666666667,101699.47666666667
2979,91878.01666666668,101712.52666666667
2980,91888.43666666668,101682.45666666667
2981,91849.09666666666,101678.30666666667
2982,91814.74666666667,101672.19666666667
2983,91809.59666666666,101663.31666666667
2984,91838.39666666667,101658.08666666667
2985,91867.46666666667,101575.81666666667
2986,91846.46666666667,101560.85666666667
2987,91936.18666666668,101564.15666666668
2988,91941.35666666667,101513.02666666667
2989,91889.51666666668,101536.15666666668
2990,91823.97666666667,101547.30666666667
2991,91856.07666666668,101465.76666666668
2992,91857.05666666667,101463.59666666666
2993,91805.02666666667,101463.62666666668
2994,91821.87666666668,101450.32666666668
2995,91837.93666666668,101385.97666666667
2996,91894.35666666667,101423.30666666667
2997,91962.02666666667,101425.50666666667
2998,91954.99666666667,101448.36666666667
2999,91892.73666666668,101501.93666666668
3000,92372.40666666668,101423.87666666668
3001,92401.34666666666,101429.40666666668
3002,92439.26666666668,101434.22666666667
3003,92386.79666666668,101385.39666666667
3004,92444.71666666667,101380.07666666668
3005,92345.15666666668,101358.99666666667
3006,92366.23666666668,101390.07666666668
3007,92431.15666666668,101370.22666666667
3008,92513.76666666668,101419.35666666667
3009,92449.38666666667,101414.83666666667
3010,92378.95666666667,101389.98666666668
3011,92408.62666666668,101372.77666666667
3012,92414.26666666668,101416.22666666667
3013,92411.91666666667,101523.64666666667
3014,92465.64666666667,101446.72666666667
3015,92486.02666666667,101450.04666666668
3016,92475.86666666667,101465.15666666668
3017,92565.55666666667,101435.51666666668
3018,92580.01666666668,101381.89666666667
3019,92575.88666666667,101417.97666666667
3020,92548.35666666667,101383.06666666667
3021,92434.46666666667,101304.80666666667
3022,92453.67666666667,101354.54666666668
3023,92549.09666666666,101388.88666666667
3024,92520.40666666668,101323.05666666667
3025,92517.88666666667,101313.01666666668
3026,92550.05666666667,101339.61666666667
3027,92560.66666666667,101319.06666666667
3028,92510.05666666667,101340.02666666667
3029,92491.74666666667,101292.59666666666
3030,92609.51666666668,101283.32666666668
3031,92605.74666666667,101262.46666666667
3032,92577.14666666667,101290.99666666667
3033,92622.11666666667,101310.84666666666
3034,92639.33666666667,101314.62666666668
3035,92602.24666666667,101308.03666666667
3036,92570.59666666666,101331.25666666667
3037,92454.78666666667,101300.55666666667
3038,92478.53666666667,101328.30666666667
3039,92447.72666666667,101336.31666666667
3040,92433.05666666667,101288.11666666667
3041,92401.69666666667,101356.92666666667
3042,92427.93666666668,101383.03666666667
3043,92493.22666666667,101419.16666666667
3044,92656.17666666667,101320.31666666667
3045,92684.68666666668,101280.17666666667
3046,92666.51666666668,101229.34666666666
3047,92674.82666666668,101219.43666666668
3048,92586.88666666667,101190.03666666667
3049,92464.10666666667,101181.74666666667
3050,92480.97666666667,101154.86666666667
3051,92500.61666666667,101110.10666666667
3052,92486.90666666668,101068.16666666667
3053,92507.04666666668,101105.16666666667
3054,92518.17666666667,101130.95666666667
3055,92517.44666666667,101120.12666666668
3056,92519.92666666667,101105.38666666667
3057,92443.86666666667,101169.42666666667
3058,92409.73666666668,101277.55666666667
3059,92517.25666666667,101309.50666666667
3060,92548.03666666667,101247.82666666668
3061,92565.15666666668,101254.76666666668
3062,92503.92666666667,101281.61666666667
3063,92523.17666666667,101306.97666666667
3064,92502.35666666667,101348.66666666667
3065,92455.94666666667,101337.47666666667
3066,92421.87666666668,101334.78666666667
3067,92503.85666666667,101310.21666666667
3068,92461.33666666667,101341.36666666667
3069,92439.12666666668,101357.50666666667
3070,92447.64666666667,101313.62666666668
3071,92480.62666666668,101312.64666666667
3072,92543.13666666667,101414.87666666668
3073,92494.68666666668,101369.32666666668
3074,92591.83666666667,101469.48666666668
3075,92578.94666666667,101570.14666666667
3076,92468.80666666667,101549.37666666668
3077,92436.23666666668,101631.01666666668
3078,92387.83666666667,101652.84666666666
3079,92338.76666666668,101620.08666666667
3080,92312.82666666668,101556.72666666667
3081,92325.43666666668,101487.02666666667
3082,92331.42666666667,101359.39666666667
3083,92308.32666666668,101243.47666666667
3084,92370.07666666668,101232.86666666667
3085,92359.09666666666,101164.02666666667
3086,92279.59666666666,101251.60666666667
3087,92255.02666666667,101341.55666666667
3088,92321.46666666667,101368.69666666667
3089,92376.70666666667,101358.17666666667
3090,92344.18666666668,101386.86666666667
3091,92334.71666666667,101423.67666666667
3092,92330.59666666666,101410.84666666666
3093,92376.41666666667,101221.96666666667
3094,92407.66666666667,101145.19666666667
3095,92452.38666666667,101176.09666666666
3096,92435.48666666668,101279.50666666667
3097,92493.11666666667,101334.56666666667
3098,92532.86666666667,101215.89666666667
3099,92560.32666666668,100976.17666666667
3100,92540.33666666667,100903.64666666667
3101,92519.21666666667,100797.25666666667
3102,92538.81666666667,100768.50666666667
3103,92587.30666666667,100753.01666666668
3104,92618.02666666667,100707.17666666667
3105,92548.07666666668,100665.71666666667
3106,92594.28666666667,100707.82666666668
3107,92631.01666666668,100705.75666666667
3108,92614.78666666667,100726.89666666667
3109,92575.33666666667,100700.39666666667
3110,92538.35666666667,100812.61666666667
3111,92591.30666666667,100834.04666666668
3112,92586.48666666668,100762.37666666668
3113,92626.70666666667,100765.93666666668
3114,92606.59666666666,100767.80666666667
3115,92614.53666666667,100741.94666666667
3116,92599.89666666667,100783.88666666667
3117,92546.44666666667,100871.32666666668
3118,92589.73666666668,101063.74666666667
3119,92647.36666666667,101134.90666666668
3120,92618.11666666667,101222.88666666667
3121,92614.30666666667,101184.36666666667
3122,92601.47666666667,101176.78666666667
3123,92588.93666666668,101248.24666666667
3124,92524.26666666668,101304.91666666667
3125,92508.33666666667,101260.41666666667
3126,92538.85666666667,101290.70666666667
3127,92537.73666666668,101283.30666666667
3128,92516.94666666667,101326.80666666667
3129,92567.06666666667,101346.31666666667
3130,92615.87666666668,101319.21666666667
3131,92707.50666666667,101265.12666666668
3132,92683.73666666668,101301.33666666667
3133,92724.78666666667,101389.02666666667
3134,92728.55666666667,101530.08666666667
3135,92788.63666666667,101517.09666666666
3136,92768.81666666667,101490.54666666668
3137,92653.48666666668,101371.88666666667
